Name,Author,Teleport Command,Notes,Category,Entry Type
Dat_Cats Items,Dat_Cat,/tp @s 25.5 51 -95.5 0 0,,Random,Kit
Defense and Movement,Unknown Author,/tp @s 26.5 51 -95.5 0 0,,Random,Kit
Devoted 3,Unknown Author,/tp @s 27.5 51 -95.5 0 0,,Random,Kit
Dream Kit,Unknown Author,/tp @s 28.5 51 -95.5 0 0,,Random,Kit
EC from Total Freedom,PawZ_YT,/tp @s 29.5 51 -95.5 0 0,,Random,Kit
EnderChestA1,Unknown Author,/tp @s 30.5 51 -95.5 0 0,,Random,Kit
EVRIMA - Early Purchase Kit-1,greensilver,/tp @s 31.5 51 -95.5 0 0,,Random,Kit
Extended Rainbow Elite Kit,greensilver,/tp @s 14.5 49 -95.5 0 0,,Random,Kit
Fleshly's Inventory Items,FleshlyIsTaken,/tp @s 15.5 49 -95.5 0 0,,Random,Kit
Fleshly's Meme Kit,FleshlyIsTaken,/tp @s 16.5 49 -95.5 0 0,,Random,Kit
"""hacker"" kit",Unknown Author,/tp @s 17.5 49 -95.5 0 0,,Random,Kit
Haha,Unknown Author,/tp @s 18.5 49 -95.5 0 0,,Random,Kit
Illegal Stacked Items,bigboypadilla,/tp @s 19.5 49 -95.5 0 0,,Random,Kit
Kit of fairness,Unknown Author,/tp @s 20.5 49 -95.5 0 0,,Random,Kit
LMFAO INFINITY CRATE 3.1,KriTikal___Error,/tp @s 21.5 49 -95.5 0 0,,Random,Kit
Miscellaneous,billy7oblos,/tp @s 22.5 49 -95.5 0 0,,Random,Kit
My Custom Items,Unknown Author,/tp @s 23.5 49 -95.5 0 0,,Random,Kit
Old TF Items,Shyrix,/tp @s 24.5 49 -95.5 0 0,,Random,Kit
OVERSTACK BOX,NukeCoderX,/tp @s 25.5 49 -95.5 0 0,,Random,Kit
Raided Stuff,Unknown Author,/tp @s 26.5 49 -95.5 0 0,,Random,Kit
Ryz's nbt kit 1/3,ryzGG,/tp @s 27.5 49 -95.5 0 0,,Random,Kit
SHITKIT V4,Unknown Author,/tp @s 28.5 49 -95.5 0 0,,Random,Kit
SPECIAL GOD APPLE BOX,Unknown Author,/tp @s 29.5 49 -95.5 0 0,,Random,Kit
stuff i stole,Unknown Author,/tp @s 30.5 49 -95.5 0 0,,Random,Kit
Stumpy's set of AWSOMZING items,Unknown Author,/tp @s 31.5 49 -95.5 0 0,,Random,Kit
the box that hates you too,Unknown Author,/tp @s 14.5 47 -95.5 0 0,,Random,Kit
"The ""Ol"" Stuff",Unknown Author,/tp @s 15.5 47 -95.5 0 0,,Random,Kit
THIS IS THE FIRST KIT I MADE PLS USE IT,Unknown Author,/tp @s 16.5 47 -95.5 0 0,,Random,Kit
Trash Box | 6,Kiraptor,/tp @s 17.5 47 -95.5 0 0,,Random,Kit
UEMURAWF's First Collection,UEMURAWF,/tp @s 18.5 47 -95.5 0 0,,Random,Kit
1clouds Box of Mental Scarring,1cloud_,/tp @s -10.5 62 -119.5 90 0,,N/A,Unnamed Kit
2b Sharp + 127 Lev,Unknown Author,/tp @s -10.5 62 -120.5 90 0,,N/A,Unnamed Kit
2koy's Ultimate Items,2koy,/tp @s -10.5 62 -121.5 90 0,,N/A,Unnamed Kit
13th The First,Unknown Author,/tp @s -10.5 62 -122.5 90 0,,N/A,Unnamed Kit
Adamantium / Enderite,Unknown Author,/tp @s -9.5 62 -123.5 90 0,,N/A,Unnamed Kit
AdminKit,Unknown Author,/tp @s -9.5 62 -124.5 90 0,,N/A,Unnamed Kit
Areo Kit,Unknown Author,/tp @s -9.5 62 -125.5 90 0,,N/A,Unnamed Kit
Banisher Kit,Unknown Author,/tp @s -8.5 62 -126.5 90 0,,N/A,Unnamed Kit
Bio-Labs,quack95,/tp @s -8.5 62 -127.5 90 0,,N/A,Unnamed Kit
Bitcoin,Unknown Author,/tp @s -10.5 60 -119.5 90 0,,N/A,Unnamed Kit
Blank Macetrap Armor,macetrap,/tp @s -10.5 60 -120.5 90 0,,N/A,Unnamed Kit
Bread's Kit,Unknown Author,/tp @s -10.5 60 -121.5 90 0,,N/A,Unnamed Kit
Cave City Tavern Uniform,xXThirn_PlayzXx,/tp @s -10.5 60 -122.5 90 0,,N/A,Unnamed Kit
Chef's Uniform,Unknown Author,/tp @s -9.5 60 -123.5 90 0,,N/A,Unnamed Kit
Chungus Standard Set,Reperak,/tp @s -9.5 60 -124.5 90 0,,N/A,Unnamed Kit
Chungus Sword v1.8,Unknown Author,/tp @s -9.5 60 -125.5 90 0,,N/A,Unnamed Kit
CocaCola,Unknown Author,/tp @s -8.5 60 -126.5 90 0,,N/A,Unnamed Kit
"Commands, Items, Exploits",Unknown Author,/tp @s -8.5 60 -127.5 90 0,,N/A,Unnamed Kit
Covid-19 Disease,Unknown Author,/tp @s -10.5 58 -119.5 90 0,,N/A,Unnamed Kit
Crimson Clan Blank Box,Unknown Author,/tp @s -10.5 58 -120.5 90 0,,N/A,Unnamed Kit
Despairingly's Revenge,Despairingly,/tp @s -10.5 58 -121.5 90 0,,N/A,Unnamed Kit
Element Crossbow,Unknown Author,/tp @s -10.5 58 -122.5 90 0,,N/A,Unnamed Kit
Feueristic Telescope,Feueristic,/tp @s -9.5 58 -123.5 90 0,Archivist Pick,N/A,Unnamed Kit
FreeOP Kit,MarioJr333,/tp @s -9.5 58 -124.5 90 0,,N/A,Unnamed Kit
Furniture Eggs,Unknown Author,/tp @s -9.5 58 -125.5 90 0,,N/A,Unnamed Kit
Galactical Cannon,Unknown Author,/tp @s -8.5 58 -126.5 90 0,,N/A,Unnamed Kit
Gifts & Eggs,Unknown Author,/tp @s -8.5 58 -127.5 90 0,,N/A,Unnamed Kit
Goat Kit,Unknown Author,/tp @s -6.5 62 -129.5 -180 0,,N/A,Unnamed Kit
Heaven's Fury / God's Blessing,Unknown Author,/tp @s -4.5 62 -130.5 -180 0,,N/A,Unnamed Kit
Hobo Kit,Unknown Author,/tp @s -3.5 62 -130.5 -180 0,,N/A,Unnamed Kit
Hypixel Armor & Weapons,Nathan_King,/tp @s -2.5 62 -130.5 -180 0,,N/A,Unnamed Kit
Hypixel Dragon Armor,Hypixel,/tp @s -1.5 62 -131.5 -180 0,,N/A,Unnamed Kit
Hypixel Items Light Blue Box,Hypixel,/tp @s 0.5 62 -131.5 -180 0,,N/A,Unnamed Kit
Hypixel Sculk,Hypixel,/tp @s 0.5 62 -131.5 -180 0,,N/A,Unnamed Kit
Imperium Set,Unknown Author,/tp @s 1.5 62 -131.5 -180 0,,N/A,Unnamed Kit
Infinity Armor,Unknown Author,/tp @s 2.5 62 -131.5 -180 0,,N/A,Unnamed Kit
X Trident Check Sun,Unknown Author,/tp @s 3.5 62 -130.5 -180 0,,N/A,Unnamed Kit
Internet Posts,videogamesm12,/tp @s 4.5 62 -130.5 -180 0,Archivist Pick,N/A,Unnamed Kit
Jazwinder Chong,Unknown Author,/tp @s 5.5 62 -130.5 -180 0,,N/A,Unnamed Kit
Just a Normal Kit,JoshuaNC08,/tp @s 6.5 62 -129.5 -180 0,,N/A,Unnamed Kit
Legendary Kit,Unknown Author,/tp @s 7.5 62 -129.5 -180 0,,N/A,Unnamed Kit
LGBT Flags,riawo,/tp @s -6.5 60 -129.5 -180 0,,N/A,Unnamed Kit
lolop Items,lolop,/tp @s -5.5 60 -129.5 -180 0,,N/A,Unnamed Kit
Lycix's Skull,Unknown Author,/tp @s -4.5 60 -130.5 -180 0,,N/A,Unnamed Kit
Mandalorian Items,Unknown Author,/tp @s -3.5 60 -130.5 -180 0,,N/A,Unnamed Kit
Marxx Characters Vol 6,Katsuo,/tp @s -2.5 60 -130.5 -180 0,,N/A,Unnamed Kit
MIDAS Armor,Unknown Author,/tp @s -1.5 60 -131.5 -180 0,,N/A,Unnamed Kit
Mythril Kit,Unknown Author,/tp @s 0.5 60 -131.5 -180 0,,N/A,Unnamed Kit
Nacho4785's God Armor,Nacho4785,/tp @s 0.5 60 -131.5 -180 0,,N/A,Unnamed Kit
NukeCoderX Alliance,NukeCoderX,/tp @s 1.5 60 -131.5 -180 0,,N/A,Unnamed Kit
Planetary Cheese,OperatorTheDope,/tp @s 2.5 60 -131.5 -180 0,,N/A,Unnamed Kit
Polar Star,Unknown Author,/tp @s 3.5 60 -130.5 -180 0,,N/A,Unnamed Kit
Property of the King,slayXarmy,/tp @s 4.5 60 -130.5 -180 0,,N/A,Unnamed Kit
quackquack,Unknown Author,/tp @s 5.5 60 -130.5 -180 0,,N/A,Unnamed Kit
Reinforced Prismite Armor,Unknown Author,/tp @s 6.5 60 -129.5 -180 0,,N/A,Unnamed Kit
SaldoniaMyAss's 32k,SaldoniaMyAss,/tp @s 7.5 60 -129.5 -180 0,,N/A,Unnamed Kit
Satan's Spawn,Unknown Author,/tp @s -6.5 58 -129.5 -180 0,,N/A,Unnamed Kit
Security Kit,Unknown Author,/tp @s -5.5 58 -129.5 -180 0,,N/A,Unnamed Kit
Skull Banners,Unknown Author,/tp @s -4.5 58 -130.5 -180 0,,N/A,Unnamed Kit
Skys Armor,Skys_The_Limit,/tp @s -3.5 58 -130.5 -180 0,,N/A,Unnamed Kit
Sudsy Tavern Uniform,xXThirn_PlayzXx,/tp @s -2.5 58 -130.5 -180 0,,N/A,Unnamed Kit
Team FreakOut,TeamFreakOut,/tp @s -1.5 58 -131.5 -180 0,,N/A,Unnamed Kit
Technoblades Armor,NightSoft,/tp @s 0.5 58 -131.5 -180 0,,N/A,Unnamed Kit
The Galaxy Set,quack95,/tp @s 0.5 58 -131.5 -180 0,,N/A,Unnamed Kit
The Longest Name,Unknown Author,/tp @s 1.5 58 -131.5 -180 0,,N/A,Unnamed Kit
The Omega Kit,Unknown Author,/tp @s 2.5 58 -131.5 -180 0,,N/A,Unnamed Kit
The Ultimate Light,Unknown Author,/tp @s 3.5 58 -130.5 -180 0,,N/A,Unnamed Kit
Unnaamed NukeCoderX,NukeCoderX,/tp @s 4.5 58 -130.5 -180 0,,N/A,Unnamed Kit
Vitrox's Ancient Kit,Vitrox#4698,/tp @s 5.5 58 -130.5 -180 0,,N/A,Unnamed Kit
VITROX'S HAZMAT KIT,Vitrox#4698,/tp @s 6.5 58 -129.5 -180 0,,N/A,Unnamed Kit
Wolfie's Scarf,Unknown Author,/tp @s 7.5 58 -129.5 -180 0,,N/A,Unnamed Kit
xriqn's God Armor,xriqn,/tp @s 9.5 62 -127.5 -90 0,,N/A,Unnamed Kit
3 Tick Prep,Yurni,/tp @s -52.5 45 -13.5 -90 0,,Potions,Item
99.9% Insta Kill Potion,GingaNinja_23,/tp @s -52.5 45 -14.5 -90 0,,Potions,Item
Admin's Potion,Unknown Author,/tp @s -52.5 45 -15.5 -90 0,,Potions,Item
Asteroid,Steeved,/tp @s -52.5 45 -16.5 -90 0,,Potions,Item
Atom Freezer,FleshlyIsTaken,/tp @s -52.5 45 -17.5 -90 0,,Potions,Item
Bellona's Potion of Removal,Yurni,/tp @s -52.5 44 -12.5 -90 0,,Potions,Item
Better OP Pot,PacMax1121,/tp @s -52.5 44 -13.5 -90 0,,Potions,Item
Bottle of Sand,iceyou,/tp @s -52.5 44 -14.5 -90 0,,Potions,Item
Bunkium Potion,Unknown Author,/tp @s -52.5 44 -15.5 -90 0,,Potions,Item
ClearPotion Technology,Ghosty,/tp @s -52.5 44 -16.5 -90 0,,Potions,Item
DashTheDevilDogs Speeeeeeeed!,DashTheDevilDog,/tp @s -52.5 44 -17.5 -90 0,,Potions,Item
DEATH GAS,Unknown Author,/tp @s -52.5 44 -18.5 -90 0,,Potions,Item
Der Herr Der Welt,Shdwo,/tp @s -52.5 43 -12.5 -90 0,,Potions,Item
Detem Potion,Ghosty,/tp @s -52.5 43 -13.5 -90 0,,Potions,Item
Devil Potion,Ghosty,/tp @s -52.5 43 -14.5 -90 0,,Potions,Item
Doom,Unknown Author,/tp @s -52.5 43 -15.5 -90 0,,Potions,Item
Emperor Lotion,Unknown Author,/tp @s -52.5 43 -16.5 -90 0,,Potions,Item
Executioner,Parsa__,/tp @s -52.5 43 -17.5 -90 0,,Potions,Item
Fleshly's Singularity Grenade,FleshlyIsTaken,/tp @s -52.5 43 -18.5 -90 0,,Potions,Item
Fluoroantimonic Acid (HF + SbF5),Unknown Author,/tp @s -52.5 42 -12.5 -90 0,Archivist Pick,Potions,Item
Formula A,Unknown Author,/tp @s -52.5 42 -13.5 -90 0,,Potions,Item
German Death Gas,Unknown Author,/tp @s -52.5 42 -14.5 -90 0,,Potions,Item
HolyPotion,Psjpoj,/tp @s -52.5 42 -15.5 -90 0,,Potions,Item
Invisi-Soup,AfkUser,/tp @s -52.5 42 -16.5 -90 0,,Potions,Item
Laxatives,Unknown Author,/tp @s -52.5 42 -17.5 -90 0,,Potions,Item
Love Letter Splash,Yurni,/tp @s -52.5 42 -18.5 -90 0,,Potions,Item
Lingering Potion of Immortality,OperatorTheDope,/tp @s -52.5 41 -12.5 -90 0,,Potions,Item
Lingering Potion of Totemkilling,"OperatorTheDope, iIFrozenFireIi",/tp @s -52.5 41 -13.5 -90 0,,Potions,Item
Liquid Dark Matter,Unknown Author,/tp @s -52.5 41 -14.5 -90 0,,Potions,Item
Liquid Meth,GinjaNinja_23,/tp @s -52.5 41 -15.5 -90 0,,Potions,Item
Love Potion,Yurni,/tp @s -52.5 41 -16.5 -90 0,,Potions,Item
Milk Potion,OperatorTheDope,/tp @s -52.5 41 -17.5 -90 0,,Potions,Item
Natalie Ries,FileExtension,/tp @s -52.5 41 -18.5 -90 0,,Potions,Item
Nutrition Deprivation Potion,AfkUser,/tp @s -52.5 41 -12.5 -90 35,,Potions,Item
Onamae Wa Mo Shinderu,MoogiC,/tp @s -52.5 41 -13.5 -90 35,,Potions,Item
PAX-01 Purified Drinking Water,Unknown Author,/tp @s -52.5 41 -14.5 -90 35,,Potions,Item
Pepsi,OperatorTheDope,/tp @s -52.5 41 -15.5 -90 35,,Potions,Item
Potion Of Death,TFTWPhoenix,/tp @s -52.5 41 -16.5 -90 35,,Potions,Item
Potion of Immortality,OperatorTheDope,/tp @s -52.5 41 -17.5 -90 35,,Potions,Item
POTION OF MEMORIES,Unknown Author,/tp @s -52.5 41 -18.5 -90 35,,Potions,Item
Potions,Yurni,/tp @s -53.5 45 -18.5 -180 0,,Potions,Item
Splash Potion of Freezing,keyshujin,/tp @s -54.5 45 -18.5 -180 0,Archivist Pick,Potions,Item
Splash Potion of Immortality,OperatorTheDope,/tp @s -55.5 45 -18.5 -180 0,,Potions,Item
Splash Potion of Totemkilling,"OperatorTheDope, iIFrozenFireIi",/tp @s -56.5 45 -18.5 -180 0,,Potions,Item
> sudo kill -9 $TARGET,"iIFrozenFireIi, OperatorTheDope",/tp @s -57.5 45 -18.5 -180 0,Archivist Pick,Potions,Item
Takyon,Yurni,/tp @s -52.5 44 -18.5 -180 0,,Potions,Item
Tenebris,OperatorTheDope,/tp @s -53.5 44 -18.5 -180 0,,Potions,Item
The All In One,Yurni,/tp @s -54.5 44 -18.5 -180 0,,Potions,Item
???,Ghosty,/tp @s -55.5 44 -18.5 -180 0,,Potions,Item
Water Mark,OperatorTheDope,/tp @s -56.5 44 -18.5 -180 0,Archivist Pick,Potions,Item
Wyvern,Unknown Author,/tp @s -57.5 44 -18.5 -180 0,,Potions,Item
Yeet,Yurni,/tp @s -58.5 44 -18.5 -180 0,,Potions,Item
Yurni's Death,"FleshlyIsTaken, CoolestGuy94",/tp @s -52.5 43 -18.5 -180 0,,Potions,Item
CLIENT LAG Large Slime,Captainclimber,/tp @s -64.5 45 -13.5 -90 0,,Exploits,Item
CLONE VIRUS SERIES,Captainclimber,/tp @s -64.5 45 -14.5 -90 0,,Exploits,Item
Crash Dispenser,Unknown Author,/tp @s -64.5 45 -15.5 -90 0,,Exploits,Item
Crash Painting,Unknown Author,/tp @s -64.5 45 -16.5 -90 0,,Exploits,Item
Firework Show,keyshujin,/tp @s -64.5 45 -17.5 -90 0,,Exploits,Item
ITEM DUMP,Captainclimber,/tp @s -64.5 44 -12.5 -90 0,,Exploits,Item
Lag Barrier,Unknown Author,/tp @s -64.5 44 -13.5 -90 0,,Exploits,Item
Micro Abuse Kit v5,EnderEyeGames,/tp @s -64.5 44 -14.5 -90 0,,Exploits,Item
NULL STAND CRASH,Captainclimber,/tp @s -64.5 44 -15.5 -90 0,,Exploits,Item
NULL STAND CRASH SPAWNER,"Captainclimber, Parsa__",/tp @s -64.5 44 -16.5 -90 0,,Exploits,Item
"Rock, Paper, Beacon?",Yurni,/tp @s -64.5 44 -17.5 -90 0,Archivist Pick,Exploits,Item
Theodore Roosevelt,jsco,/tp @s -64.5 44 -18.5 -90 0,,Exploits,Item
Blinding Light,Unknown Author,/tp @s -64.5 43 -12.5 -90 0,,Exploits,Item
Short Blinding Light,Unknown Author,/tp @s -64.5 43 -13.5 -90 0,,Exploits,Item
Tear Gas,Unknown Author,/tp @s -64.5 43 -14.5 -90 0,,Exploits,Item
Dilute Tear Gas,Unknown Author,/tp @s -64.5 43 -15.5 -90 0,,Exploits,Item
1.19.3 All Recipies Book,Thorioum_,/tp @s -76.5 45 -13.5 -90 0,,Misc. Func.,Item
1.20.1 All Recipies book,Thorioum_,/tp @s -76.5 45 -14.5 -90 0,,Misc. Func.,Item
Aero's Birthday Treats,antigamesm12,/tp @s -76.5 45 -15.5 -90 0,,Misc. Func.,Item
AMERICA,Unknown Author,/tp @s -76.5 45 -16.5 -90 0,,Misc. Func.,Item
Amethyst Chime,keyshujin,/tp @s -76.5 45 -17.5 -90 0,,Misc. Func.,Item
Amethyst Step,keyshujin,/tp @s -76.5 44 -12.5 -90 0,,Misc. Func.,Item
Ancient Debris Hit,keyshujin,/tp @s -76.5 44 -13.5 -90 0,,Misc. Func.,Item
Anvil Use,keyshujin,/tp @s -76.5 44 -14.5 -90 0,,Misc. Func.,Item
APEX PRO KEYBOARD,Unknown Author,/tp @s -76.5 44 -15.5 -90 0,,Misc. Func.,Item
Arcade Dunkage,AUCreator,/tp @s -76.5 44 -16.5 -90 0,,Misc. Func.,Item
Auto Maid,Yurni,/tp @s -76.5 44 -17.5 -90 0,,Misc. Func.,Item
Auto Maid 1.17 Edition,"Yurni, Folfy_Blue",/tp @s -76.5 44 -18.5 -90 0,,Misc. Func.,Item
Basalt Deltas Mood,keyshujin,/tp @s -76.5 43 -12.5 -90 0,,Misc. Func.,Item
Black Hole Bomb,IllagerCaptain,/tp @s -76.5 43 -13.5 -90 0,,Misc. Func.,Item
Bundle,enderples,/tp @s -76.5 43 -14.5 -90 0,,Misc. Func.,Item
Bundle 'O Fun,Mob0,/tp @s -76.5 43 -15.5 -90 0,,Misc. Func.,Item
Cave Ambient,keyshujin,/tp @s -76.5 43 -16.5 -90 0,,Misc. Func.,Item
Chess Board,Lizard16,/tp @s -76.5 43 -17.5 -90 0,Archivist Pick,Misc. Func.,Item
Chess Board Ultimate,Lizard16,/tp @s -76.5 43 -18.5 -90 0,Archivist Pick,Misc. Func.,Item
City Generator,Unknown Author,/tp @s -76.5 42 -12.5 -90 0,,Misc. Func.,Item
Collector's Elytra,Unknown Author,/tp @s -76.5 42 -13.5 -90 0,,Misc. Func.,Item
Crimson Forest Mood,keyshujin,/tp @s -76.5 42 -14.5 -90 0,,Misc. Func.,Item
Declan's Wings,Yurni,/tp @s -76.5 42 -15.5 -90 0,,Misc. Func.,Item
Declan's Wings V2,Yurni,/tp @s -76.5 42 -16.5 -90 0,,Misc. Func.,Item
Devil's Wings,Yurni,/tp @s -76.5 42 -17.5 -90 0,,Misc. Func.,Item
Fate's Wings,Unknown Author,/tp @s -76.5 42 -18.5 -90 0,,Misc. Func.,Item
God Book,keyshujin,/tp @s -76.5 41 -12.5 -90 0,,Misc. Func.,Item
Griffin Wings,scider,/tp @s -76.5 41 -13.5 -90 0,Archivist Pick,Misc. Func.,Item
Hidden Water,Unknown Author,/tp @s -76.5 41 -14.5 -90 0,,Misc. Func.,Item
Hologram,Unknown Author,/tp @s -76.5 41 -15.5 -90 0,,Misc. Func.,Item
Insta-Netherite Kit,CaliSakuraium,/tp @s -76.5 41 -16.5 -90 0,,Misc. Func.,Item
Kad's Jetpack,Kadalyst,/tp @s -76.5 41 -17.5 -90 0,,Misc. Func.,Item
Laggy Firework,keyshujin,/tp @s -76.5 41 -18.5 -90 0,,Misc. Func.,Item
Love Letter Potion,Yurni,/tp @s -76.5 41 -12.5 -90 35,,Misc. Func.,Item
Lover's Wings,Yurni,/tp @s -76.5 41 -13.5 -90 35,,Misc. Func.,Item
Neon,Kiraptor,/tp @s -76.5 41 -14.5 -90 35,,Misc. Func.,Item
Nether Wastes Mood,keyshujin,/tp @s -76.5 41 -15.5 -90 35,,Misc. Func.,Item
Rainbow Firework,Unknown Author,/tp @s -76.5 41 -16.5 -90 35,,Misc. Func.,Item
Rare Mirror Shield,Unknown Author,/tp @s -76.5 41 -17.5 -90 35,,Misc. Func.,Item
Riot Shield,Unknown Author,/tp @s -76.5 41 -18.5 -90 35,,Misc. Func.,Item
Sexy Wings,Yurni,/tp @s -77.5 45 -18.5 -180 0,,Misc. Func.,Item
Soul Sand Valley Mood,keyshujin,/tp @s -78.5 45 -18.5 -180 0,,Misc. Func.,Item
Starter House Builder (wip),enderples,/tp @s -79.5 45 -18.5 -180 0,,Misc. Func.,Item
The Almighty Spork,Unknown Author,/tp @s -80.5 45 -18.5 -180 0,,Misc. Func.,Item
The Little Helper,Unknown Author,/tp @s -81.5 45 -18.5 -180 0,,Misc. Func.,Item
The Ultimate Annoyance,Yurni,/tp @s -76.5 44 -18.5 -180 0,,Misc. Func.,Item
Titanium Fiber Elytra,GingaNinja_23,/tp @s -77.5 44 -18.5 -180 0,,Misc. Func.,Item
TRACKING MISSILE,_NinjaSloth_,/tp @s -78.5 44 -18.5 -180 0,,Misc. Func.,Item
Trans Firework,Yurni,/tp @s -79.5 44 -18.5 -180 0,,Misc. Func.,Item
Ugly Wings,Svnc,/tp @s -80.5 44 -18.5 -180 0,,Misc. Func.,Item
Underwater Enter,keyshujin,/tp @s -81.5 44 -18.5 -180 0,,Misc. Func.,Item
Underwater Exit,keyshujin,/tp @s -82.5 44 -18.5 -180 0,,Misc. Func.,Item
Underwater Loop Additions (Rare),keyshujin,/tp @s -76.5 43 -18.5 -180 0,,Misc. Func.,Item
Video's Elytra,antigamesm12,/tp @s -77.5 43 -18.5 -180 0,,Misc. Func.,Item
Warped Forest Mood,keyshujin,/tp @s -78.5 43 -18.5 -180 0,,Misc. Func.,Item
Wyvren Bomb,ItziSpyder,/tp @s -79.5 43 -18.5 -180 0,,Misc. Func.,Item
Yurni's Horse Armor,Yurni,/tp @s -80.5 43 -18.5 -180 0,,Misc. Func.,Item
Yurni's Totems,Yurni,/tp @s -81.5 43 -18.5 -180 0,,Misc. Func.,Item
quack95's undying,quack95,/tp @s -82.5 43 -18.5 -180 0,,Misc. Func.,Item
Ainz Ooal Gown's Buffed cloak,Hamis65,/tp @s -52.5 45 14.5 -90 0,,Armor,Item
Boar's Mask,Unknown Author,/tp @s -52.5 45 15.5 -90 0,,Armor,Item
Boar's Aegis,Unknown Author,/tp @s -52.5 45 15.5 -90 0,,Armor,Item
Boar's Legs,Unknown Author,/tp @s -52.5 45 15.5 -90 0,,Armor,Item
Boar's Boots,Unknown Author,/tp @s -52.5 45 15.5 -90 0,,Armor,Item
Copper Scuba Helmet,keyshujin,/tp @s -52.5 45 16.5 -90 0,,Armor,Item
FEET!,Yurni,/tp @s -52.5 45 17.5 -90 0,,Armor,Item
Herme's Winged Sandals,Unknown Author,/tp @s -52.5 45 18.5 -90 0,,Armor,Item
Inferno Zealot Helm,Unknown Author,/tp @s -52.5 44 13.5 -90 0,Archivist Pick,Armor,Item
Inferno Zealot Cuirass,Unknown Author,/tp @s -52.5 44 13.5 -90 0,Archivist Pick,Armor,Item
Inferno Zealot Greaves,Unknown Author,/tp @s -52.5 44 13.5 -90 0,Archivist Pick,Armor,Item
Inferno Zealot Boots,Unknown Author,/tp @s -52.5 44 13.5 -90 0,Archivist Pick,Armor,Item
Kad's cetare,Kadalyst,/tp @s -52.5 44 14.5 -90 0,,Armor,Item
King's Crown,Mister,/tp @s -52.5 44 15.5 -90 0,,Armor,Item
Mythical Tier V Purple Helmet,Unknown Author,/tp @s -52.5 44 16.5 -90 0,,Armor,Item
Novanitite Headgear,Unknown Author,/tp @s -52.5 44 17.5 -90 0,,Armor,Item
Slimy Chestplate,Unknown Author,/tp @s -52.5 44 18.5 -90 0,,Armor,Item
ToxxSCARF,Celebrationss,/tp @s -52.5 44 19.5 -90 0,,Armor,Item
Yurni's Armor,Yurni,/tp @s -52.5 43 13.5 -90 0,,Armor,Item
Lightning Speed,Unknown Author,/tp @s -52.5 43 14.5 -90 0,,Armor,Item
ADMIN SWORD,GingaNinja_23,/tp @s -64.5 45 14.5 -90 0,,Melee Weapons,Item
Amethyst Dagger,keyshujin,/tp @s -64.5 45 15.5 -90 0,,Melee Weapons,Item
A normal stick.,quack95,/tp @s -64.5 45 16.5 -90 0,,Melee Weapons,Item
Anti-Thanos Weapon,Ghosty,/tp @s -64.5 45 17.5 -90 0,,Melee Weapons,Item
Apex Scythe Remastered Edition,"Ghosty, Shyrix",/tp @s -64.5 45 18.5 -90 0,,Melee Weapons,Item
топор Щ,antigamesm12,/tp @s -64.5 44 13.5 -90 0,,Melee Weapons,Item
BanHammer,GingaNinja_23,/tp @s -64.5 44 14.5 -90 0,,Melee Weapons,Item
Blade of a Thousand Sins,xWorstNightmarex,/tp @s -64.5 44 15.5 -90 0,,Melee Weapons,Item
Blade of Demons,Yurni,/tp @s -64.5 44 16.5 -90 0,,Melee Weapons,Item
BOSS МЕЧ БОСА,PontifexPvP,/tp @s -64.5 44 17.5 -90 0,,Melee Weapons,Item
butter_axe,Unknown Author,/tp @s -64.5 44 18.5 -90 0,,Melee Weapons,Item
Caliburn,Unknown Author,/tp @s -64.5 44 19.5 -90 0,,Melee Weapons,Item
Carlian Mithril Infusion,quack95,/tp @s -64.5 43 13.5 -90 0,,Melee Weapons,Item
Cosmic Powered God Axe,Unknown Author,/tp @s -64.5 43 14.5 -90 0,,Melee Weapons,Item
"Creeper, Aww Man",Ghosty,/tp @s -64.5 43 15.5 -90 0,,Melee Weapons,Item
CURSED OSIRIS BLADE,Unknown Author,/tp @s -64.5 43 16.5 -90 0,,Melee Weapons,Item
D3v4tm05ph3r3's Banhammer,D3v4tm05ph343,/tp @s -64.5 43 17.5 -90 0,,Melee Weapons,Item
Darkening of Sword,Ghosty,/tp @s -64.5 43 18.5 -90 0,,Melee Weapons,Item
Death's Scythe,Yurni,/tp @s -64.5 43 19.5 -90 0,,Melee Weapons,Item
Emerald Ore Weapon,_ElevatorMan500,/tp @s -64.5 42 13.5 -90 0,,Melee Weapons,Item
Entity 303s Sword,Unknown Author,/tp @s -64.5 42 14.5 -90 0,,Melee Weapons,Item
Excalibur,Yurni,/tp @s -64.5 42 15.5 -90 0,,Melee Weapons,Item
Finale,iiSnowyYT,/tp @s -64.5 42 16.5 -90 0,,Melee Weapons,Item
Flamex Sword,Stinky7896,/tp @s -64.5 42 17.5 -90 0,,Melee Weapons,Item
Galaxy Sword,Unknown Author,/tp @s -64.5 42 18.5 -90 0,,Melee Weapons,Item
Gale Blade,Unknown Author,/tp @s -64.5 42 19.5 -90 0,,Melee Weapons,Item
GearStageOne,Muxch,/tp @s -64.5 41 13.5 -90 0,,Melee Weapons,Item
God Powered Axe,Psjpoj,/tp @s -64.5 41 14.5 -90 0,,Melee Weapons,Item
Graviga,SuperChildDK,/tp @s -64.5 41 15.5 -90 0,,Melee Weapons,Item
Guardian's Feather,Yurni,/tp @s -64.5 41 16.5 -90 0,,Melee Weapons,Item
